time,hand,center_x,center_y,center_z
71.97,1,0.3897077143192291,0.9056350886821747,-0.02501346543431282
72.49,0,0.19357316195964813,0.8780655860900879,-0.013330657035112381
72.49,1,0.38336436450481415,0.9141973257064819,-0.022877939976751804
73.01,0,0.43250077962875366,0.8930450677871704,-0.022318322211503983
74.06,0,0.5346422791481018,0.7873693406581879,-0.05146270617842674
74.06,1,0.5337437391281128,0.795341968536377,-0.031972101889550686
74.57,0,0.5624015629291534,0.7691453695297241,-0.04529325105249882
75.11,0,0.5409861505031586,0.7264414727687836,-0.038403368555009365
75.63,0,0.5306748151779175,0.7458955645561218,-0.04720162786543369
75.63,1,0.5317003130912781,0.7246755361557007,-0.03466492332518101
82.47,0,0.5964386463165283,0.7460748255252838,-0.032587253488600254
83.5,0,0.588877946138382,0.7634971439838409,-0.03705303743481636
84.01,0,0.2500988692045212,0.7478272318840027,-0.07743459567427635
84.01,1,0.5902851521968842,0.7812338173389435,-0.03552884794771671
84.53,0,0.2344047799706459,0.778444916009903,-0.044799044728279114
84.53,1,0.5841762125492096,0.8000916838645935,-0.030538607388734818
85.04,0,0.5875044763088226,0.8085231482982635,-0.0358384121209383
86.11,0,0.577221155166626,0.6158308386802673,-0.031116834841668606
86.61,0,0.1632409766316414,0.7185909748077393,-0.015654495218768716
86.61,1,0.5893670618534088,0.6768177151679993,-0.03364875819534063
87.14,0,0.2125319540500641,0.7567624151706696,-0.03026351612061262
87.14,1,0.5878130793571472,0.6953141689300537,-0.03239426854997873
87.66,0,0.20891102403402328,0.7432029843330383,-0.025561582297086716
87.66,1,0.5747534930706024,0.7123637199401855,-0.03470299951732159
88.17,0,0.5897461771965027,0.7270179092884064,-0.03324890788644552
88.68,0,0.23775386065244675,0.7921291291713715,-0.034356807358562946
89.21,0,0.6510917544364929,0.6428221464157104,-0.02104913117364049
89.73,0,0.2021779790520668,0.7114091515541077,-0.024668267462402582
89.73,1,0.6174976825714111,0.6720786094665527,-0.027368593029677868
90.23,0,0.1990158036351204,0.7192207276821136,-0.023760996758937836
90.23,1,0.6285046637058258,0.6620023250579834,-0.026515380945056677
90.75,0,0.6104009449481964,0.6802034378051758,-0.02925885748118162
91.26,0,0.24895866960287094,0.7110717296600342,-0.033551222644746304
91.26,1,0.6270973086357117,0.7700106203556061,-0.03306159656494856
91.76,0,0.6827849447727203,0.6228806376457214,-0.019725079648196697
91.76,1,0.20979269593954086,0.6960172057151794,-0.018179098144173622
92.27,0,0.6338686645030975,0.6423070728778839,-0.018510736990720034
92.77,0,0.2614651247859001,0.6939709484577179,-0.02791299019008875
92.77,1,0.6068809628486633,0.6887401938438416,-0.02977427188307047
93.27,0,0.21509360522031784,0.7099299430847168,-0.009000927908346057
93.27,1,0.5978713631629944,0.716690719127655,-0.030633602291345596
93.79,0,0.6216343641281128,0.724225640296936,-0.029110140167176723
94.29,0,0.308605894446373,0.5761883854866028,-0.03603982552886009
94.82,0,0.6249792277812958,0.7323961853981018,-0.035311486572027206
94.82,1,0.26774950325489044,0.678526908159256,-0.02831435203552246
95.33,0,0.6181166172027588,0.7722945511341095,-0.03046693466603756
96.91,0,0.34603068232536316,0.6037390530109406,-0.03528675530105829
96.91,1,0.6393812894821167,0.7304589152336121,-0.026654734276235104
97.96,0,0.6337541937828064,0.754248172044754,-0.03453560546040535
98.48,0,0.33699484169483185,0.6079239845275879,-0.034779165871441364
98.48,1,0.6333185434341431,0.7910413444042206,-0.02663206309080124
99.54,0,0.33342787623405457,0.7484258711338043,-0.027561001479625702
100.07,0,0.3481936603784561,0.7145410180091858,-0.020242697559297085
100.07,1,0.6500604748725891,0.7440524399280548,-0.02884392812848091
100.57,0,0.338781014084816,0.7150756120681763,-0.028901291079819202
101.11,0,0.6562707424163818,0.7400309145450592,-0.03038651216775179
101.64,0,0.2858404517173767,0.6824952065944672,-0.02468323800712824
102.17,0,0.6202865839004517,0.6224114298820496,-0.020232003182172775
102.7,0,0.28676608204841614,0.6253344118595123,-0.031393918208777905
102.7,1,0.5602344274520874,0.7414065599441528,-0.03560222778469324
103.23,0,0.5536529123783112,0.8409171998500824,-0.024920222349464893
103.23,1,0.2846469432115555,0.6580325961112976,-0.012999508529901505
103.76,0,0.2892744541168213,0.6356375515460968,-0.030488738790154457
104.27,0,0.5651631951332092,0.6748824417591095,-0.030313805676996708
104.79,0,0.5526383221149445,0.7325904667377472,-0.025876429863274097
105.31,0,0.5492814481258392,0.829319566488266,-0.03429593797773123
105.82,0,0.5439609587192535,0.8170098066329956,-0.050102224573493004
105.82,1,0.22805726528167725,0.6682009994983673,-0.019686395302414894
106.32,0,0.5689674615859985,0.6776696741580963,-0.032319786958396435
106.32,1,0.2873245179653168,0.5762768387794495,-0.024205828085541725
106.85,0,0.6082761287689209,0.6923404633998871,-0.031884435564279556
106.85,1,0.29187527298927307,0.6376310586929321,-0.031117604114115238
107.37,0,0.60771444439888,0.7025225162506104,-0.03264377452433109
107.37,1,0.29115623235702515,0.6570636332035065,-0.033056710846722126
107.91,0,0.5937796533107758,0.7374752461910248,-0.027653731405735016
107.91,1,0.27591437101364136,0.718854159116745,-0.042517850175499916
108.96,0,0.6790802776813507,0.5918211042881012,-0.02196653001010418
109.5,0,0.3122740387916565,0.7109959721565247,-0.030887113884091377
109.5,1,0.6089709997177124,0.7279090583324432,-0.026286253705620766
110.02,0,0.5872750878334045,0.7596735656261444,-0.029210664331912994
110.52,0,0.29069115221500397,0.7027643322944641,-0.026825751177966595
110.52,1,0.5882253646850586,0.7239504456520081,-0.0309386495500803
111.04,0,0.2507101371884346,0.706617921590805,-0.027797576040029526
111.04,1,0.5427207946777344,0.7377328276634216,-0.03837517090141773
111.55,0,0.2059594914317131,0.7174130082130432,-0.023387265391647816
112.05,0,0.5363550782203674,0.7634802460670471,-0.02996420208364725
112.58,0,0.29224564135074615,0.6516492962837219,-0.028230994939804077
112.58,1,0.6289438605308533,0.7260454893112183,-0.028733273968100548
113.09,0,0.2765459418296814,0.6664920747280121,-0.025618862826377153
113.09,1,0.628945380449295,0.7229537665843964,-0.029980315826833248
113.61,0,0.6408522427082062,0.7284102439880371,-0.02743286546319723
115.15,0,0.6505095660686493,0.6666389405727386,-0.019064152147620916
115.15,1,0.3042919635772705,0.7371560335159302,-0.04272755980491638
115.67,0,0.2633701115846634,0.797397643327713,-0.03592934086918831
115.67,1,0.6068422198295593,0.7883769571781158,-0.03458925802260637
116.17,0,0.5971975028514862,0.7192358374595642,-0.03413304593414068
116.69,0,0.27081073820590973,0.7974207997322083,-0.02046469831839204
116.69,1,0.5575176179409027,0.8017222583293915,-0.03381767962127924
117.2,0,0.5381384789943695,0.7816688716411591,-0.04042159765958786
118.23,0,0.26422537863254547,0.692049652338028,-0.031087215058505535
118.23,1,0.5886182487010956,0.7344521880149841,-0.03495057672262192
118.74,0,0.26064175367355347,0.6921720802783966,-0.04184217471629381
118.74,1,0.6161259412765503,0.7053462564945221,-0.02601687517017126
119.24,0,0.3174391984939575,0.7288672924041748,-0.03786839824169874
119.76,0,0.8321667909622192,0.6909226775169373,-0.11151518300175667
